罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,施錠関係,盗難防止装置の有無,現金以外の主な被害品
窃盗,オートバイ盗,葺合,三宮センター,281107,兵庫県,神戸市中央区,旭通４丁目,2018-01-14,12,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,葺合,三宮センター,281107,兵庫県,神戸市中央区,小野柄通４丁目,2018-09-28,12,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,葺合,三宮センター,281107,兵庫県,神戸市中央区,雲井通６丁目,2018-03-01,23,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,葺合,小野柄,281107,兵庫県,神戸市中央区,小野柄通６丁目,2018-10-12,13,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,葺合,小野柄,281107,兵庫県,神戸市中央区,北本町通３丁目,2018-01-01,10,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,葺合,小野柄,281107,兵庫県,神戸市中央区,北本町通３丁目,2018-01-23,14,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,葺合,春日野,281107,兵庫県,神戸市中央区,南本町通２丁目,2018-01-30,21,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,葺合,春日野,281107,兵庫県,神戸市中央区,割塚通３丁目,2018-02-01,21,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,生田,一宮,281107,兵庫県,神戸市中央区,加納町１丁目,2018-01-06,07,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,生田,一宮,281107,兵庫県,神戸市中央区,加納町２丁目,2018-02-21,19,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,生田,諏訪山,281107,兵庫県,神戸市中央区,中山手通４丁目,2018-07-01,21,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,生田,諏訪山,281107,兵庫県,神戸市中央区,山本通４丁目,2018-12-22,16,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,生田,諏訪山,281107,兵庫県,神戸市中央区,山本通４丁目,2018-12-26,10,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,生田,生田前,281107,兵庫県,神戸市中央区,加納町１丁目,2018-09-27,21,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,生田,生田前,281107,兵庫県,神戸市中央区,北長狭通１丁目,2018-08-07,13,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,生田,生田前,281107,兵庫県,神戸市中央区,下山手通２丁目,2018-12-02,08,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,生田,元町通,281107,兵庫県,神戸市中央区,元町通５丁目,2017-12-20,12,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,生田,下山手,281107,兵庫県,神戸市中央区,下山手通７丁目,2018-01-08,13,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,生田,下山手,281107,兵庫県,神戸市中央区,中山手通７丁目,2018-01-18,19,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,生田,大倉山,281107,兵庫県,神戸市中央区,北長狭通７丁目,2018-01-15,08,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,生田,大倉山,281107,兵庫県,神戸市中央区,北長狭通７丁目,2018-01-30,10,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,生田,大倉山,281107,兵庫県,神戸市中央区,多聞通３丁目,2018-02-22,06,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,生田,デュオこうべ,281107,兵庫県,神戸市中央区,中町通２丁目,2018-03-23,14,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,生田,デュオこうべ,281107,兵庫県,神戸市中央区,東川崎町１丁目,2013-08-01,00,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,生田,ハーバーランド,281107,兵庫県,神戸市中央区,相生町５丁目,2018-01-01,10,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,生田,ハーバーランド,281107,兵庫県,神戸市中央区,東川崎町１丁目,2018-02-21,17,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,生田,ハーバーランド,281107,兵庫県,神戸市中央区,東川崎町１丁目,2018-11-02,18,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,生田,ハーバーランド,281107,兵庫県,神戸市中央区,東川崎町７丁目,2015-10-01,00,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,兵庫,,281051,兵庫県,神戸市兵庫区,駅南通３丁目,2018-06-03,18,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,兵庫,平野,281051,兵庫県,神戸市兵庫区,石井町５丁目,2018-09-12,20,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,兵庫,平野,281051,兵庫県,神戸市兵庫区,神田町,2018-02-05,12,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,兵庫,平野,281051,兵庫県,神戸市兵庫区,大同町２丁目,2018-09-12,18,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,兵庫,平野,281051,兵庫県,神戸市兵庫区,馬場町,2016-07-01,00,駐車（輪）場,キーなし,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,兵庫,平野,281051,兵庫県,神戸市兵庫区,矢部町,2018-02-15,05,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,兵庫,平野,281051,兵庫県,神戸市兵庫区,矢部町,2018-11-30,18,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,兵庫,福原,281051,兵庫県,神戸市兵庫区,西橘通２丁目,2018-01-16,23,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,兵庫,湊川,281051,兵庫県,神戸市兵庫区,大井通１丁目,2018-02-27,18,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,兵庫,湊川,281051,兵庫県,神戸市兵庫区,下沢通１丁目,2018-02-09,18,駐車（輪）場,キーなし,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,兵庫,湊川,281051,兵庫県,神戸市兵庫区,新開地２丁目,2018-02-18,12,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,兵庫,湊川,281051,兵庫県,神戸市兵庫区,新開地２丁目,2018-12-22,17,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,兵庫,新開地,281051,兵庫県,神戸市兵庫区,永沢町２丁目,2018-04-28,23,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,兵庫,新開地,281051,兵庫県,神戸市兵庫区,新開地２丁目,2018-11-06,17,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,兵庫,新開地,281051,兵庫県,神戸市兵庫区,湊町１丁目,2018-05-02,20,道路上,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,兵庫,新開地,281051,兵庫県,神戸市兵庫区,湊町４丁目,2018-02-22,21,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,兵庫,新開地,281051,兵庫県,神戸市兵庫区,湊町４丁目,2018-04-07,15,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,兵庫,熊野,281051,兵庫県,神戸市兵庫区,氷室町２丁目,2018-12-22,22,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,兵庫,菊水西,281051,兵庫県,神戸市兵庫区,湊川町１０丁目,2018-11-02,18,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,兵庫,皿池,281051,兵庫県,神戸市兵庫区,上沢通３丁目,2017-10-01,00,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,兵庫,皿池,281051,兵庫県,神戸市兵庫区,上沢通６丁目,2017-12-25,12,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,兵庫,皿池,281051,兵庫県,神戸市兵庫区,上沢通７丁目,2018-01-12,23,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,兵庫,皿池,281051,兵庫県,神戸市兵庫区,水木通７丁目,2017-12-15,12,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,兵庫,皿池,281051,兵庫県,神戸市兵庫区,水木通７丁目,2018-08-13,01,駐車（輪）場,キーなし,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,兵庫,大開,281051,兵庫県,神戸市兵庫区,塚本通３丁目,2018-03-04,23,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,兵庫,大開,281051,兵庫県,神戸市兵庫区,塚本通３丁目,2018-05-05,19,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,兵庫,大開,281051,兵庫県,神戸市兵庫区,羽坂通３丁目,2018-02-10,10,駐車（輪）場,キーなし,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,兵庫,兵庫駅前,281051,兵庫県,神戸市兵庫区,駅前通１丁目,2018-02-27,07,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,兵庫,兵庫駅前,281051,兵庫県,神戸市兵庫区,大開通８丁目,2018-01-23,23,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,兵庫,七宮,281051,兵庫県,神戸市兵庫区,三川口町１丁目,2018-09-01,19,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,兵庫,七宮,281051,兵庫県,神戸市兵庫区,門口町,2018-12-28,08,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,兵庫,明親,281051,兵庫県,神戸市兵庫区,駅南通１丁目,2018-02-17,08,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,兵庫,明親,281051,兵庫県,神戸市兵庫区,駅南通２丁目,2018-09-09,08,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,兵庫,明親,281051,兵庫県,神戸市兵庫区,駅南通３丁目,2018-06-17,16,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,長田,丸山,281069,兵庫県,神戸市長田区,源平町,2018-02-12,11,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,長田,寺池,281069,兵庫県,神戸市長田区,片山町１丁目,2018-12-16,00,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,長田,寺池,281069,兵庫県,神戸市長田区,前原町２丁目,2018-08-06,22,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,長田,長田東,281069,兵庫県,神戸市長田区,苅藻通３丁目,2018-01-13,09,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,長田,長田東,281069,兵庫県,神戸市長田区,五番町３丁目,2016-01-25,12,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,長田,長田東,281069,兵庫県,神戸市長田区,五番町３丁目,2018-09-13,08,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,長田,長田東,281069,兵庫県,神戸市長田区,四番町３丁目,2018-03-01,18,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,長田,御蔵,281069,兵庫県,神戸市長田区,一番町３丁目,2018-02-21,11,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,長田,御蔵,281069,兵庫県,神戸市長田区,御蔵通４丁目,2018-08-31,08,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,長田,大谷,281069,兵庫県,神戸市長田区,大谷町１丁目,2018-01-12,07,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,長田,大谷,281069,兵庫県,神戸市長田区,五位ノ池町１丁目,2018-01-11,09,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,長田,平和台,281069,兵庫県,神戸市長田区,上池田３丁目,2015-10-01,07,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,長田,平和台,281069,兵庫県,神戸市長田区,長尾町１丁目,2017-12-31,16,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,長田,平和台,281069,兵庫県,神戸市長田区,長尾町１丁目,2018-06-17,22,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,長田,平和台,281069,兵庫県,神戸市長田区,長尾町１丁目,2018-11-28,15,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,長田,平和台,281069,兵庫県,神戸市長田区,長尾町２丁目,2018-11-28,21,道路上,キーなし,なし,なし
窃盗,オートバイ盗,長田,平和台,281069,兵庫県,神戸市長田区,宮丘町１丁目,2018-10-03,21,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,長田,新長田駅前,281069,兵庫県,神戸市長田区,大橋町８丁目,2018-06-17,16,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,長田,新長田駅前,281069,兵庫県,神戸市長田区,西尻池町２丁目,2018-05-02,17,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,長田,新長田駅前,281069,兵庫県,神戸市長田区,松野通３丁目,2018-02-26,19,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,長田,新長田駅前,281069,兵庫県,神戸市長田区,若松町６丁目,2018-02-23,17,その他,キーなし,なし,なし
窃盗,オートバイ盗,長田,新長田駅前,281069,兵庫県,神戸市長田区,若松町９丁目,2018-01-17,15,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,長田,水笠,281069,兵庫県,神戸市長田区,神楽町２丁目,2018-02-01,08,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,長田,水笠,281069,兵庫県,神戸市長田区,神楽町５丁目,2018-02-21,08,駐車（輪）場,キーなし,なし,なし
窃盗,オートバイ盗,長田,水笠,281069,兵庫県,神戸市長田区,西代通４丁目,2018-04-20,06,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
